M.S. Nursing - Leadership and Management,,,,
NURS 5201,D024,Professional Presence and Influence,2,1
NURS 5202,D025,Essentials of Advanced Nursing Roles and Interprofessional Practice,2,1
NURS 5203,D026,Quality Outcomes in a Culture of Value-Based Nursing Care,2,1
NURS 5206,D029,Informatics for Transforming Nursing Care,3,1
NURS 5207,D030,Leadership and Management in Complex Healthcare Systems,3,2
NURS 6308,D031,Advancing Evidence-Based Innovation in Nursing Practice,3,2
NURS 5204,D027,Advanced Pathopharmacological Foundations,3,2
NURS 5205,D028,Advanced Health Assessment for Patients and Populations,3,3
NURS 6431,D155,Leading with Personal Mastery,2,3
NURS 6432,D156,Business Case Analysis for Healthcare Improvement,2,3
NURS 6433,D157,Managing Resources in an Era of Disruption,2,3
NURS 6434,D158,Strategically Planning the Execution of a Healthcare Improvement Project,2,4
NURS 6435,D159,Evidence-Based Measures for Evaluating Healthcare Improvements,2,4
NURS 6503,D160,Nursing Leadership and Management Field Experience,3,4
NURS 6603,D161,Nursing Leadership and Management Capstone,2,4
