B.S. Data Analytics,,,,
DTAN 3100,D491,Introduction to Analytics,2,1
ITBU 2201,D370,IT Leadership Foundations,3,1
ITSW 2113,D278,Scripting and Programming - Foundations,3,1
BUS 2250,D388,Fundamentals of Spreadsheets and Data Presentations,3,1
ITEC 2116,D426,Data Management - Foundations,3,1
MGMT 4400,C721,Change Management,3,2
ITEC 2117,D427,Data Management - Applications,4,2
MATH 1101,C955,Applied Probability and Statistics,3,2
SCIE 1001,C683,Natural Science Lab,2,2
DTMG 3179,D326,Advanced Data Management,3,3
PHIL 1020,D265,Critical Thinking: Reason and Evidence,3,3
ITSW 3126,D335,Introduction to Programming in Python,3,3
ITEC 2112,D315,Network and Security - Foundations,3,3
MATH 1200,C957,Applied Algebra,3,4
ITSW 2110,D197,Version Control,1,4
PHIL 1110,D428,Design Thinking for Business,3,4
ITSW 2120,D276,Web Development Foundations,3,4
ENGL 1711,D269,Composition: Writing with a Strategy,3,4
HUMN 1101,D333,Ethics in Technology,3,5
ITEC 2119,D282,Cloud Foundations,3,5
ITEC 2022,D386,Hardware and Operating Systems Essentials,3,5
HLTH 1010,C458,"Health, Fitness, and Wellness",4,5
DTAN 3200,D492,Data Analytics - Applications,4,6
MATH 2820,D420,Discrete Math: Logic,1,6
MATH 2830,D421,Discrete Math: Functions and Relations,1,6
ITSW 2135,D493,Scripting and Programming - Applications,3,6
COMM 3015,D268,Introduction to Communication: Connecting with Others,3,6
GEOG 1312,D199,Introduction to Physical and Human Geography,3,7
ITEC 2109,D324,Business of IT - Project Management,4,7
DTMG 3351,D494,Data and Information Governance,2,7
DTAN 3205,D495,Big Data Foundations,4,7
POLS 1030,C963,American Politics and the US Constitution,3,8
COMM 1721,D246,Influential Communication through Visual Design and Storytelling,3,8
ICSC 2100,C949,Data Structures and Algorithms I,4,8
DTSC 3211,D496,Introduction to Data Science,4,8
DTMG 3221,D497,Data Wrangling,3,9
DTAN 3211,D498,Data Analysis with R,2,9
DTSC 3221,D499,Machine Learning,3,9
DTAN 3221,D500,Data Visualization,2,9
DTSC 3300,D501,Machine Learning DevOps,2,9
PHIL 1030,D372,Introduction to Systems Thinking,3,10
DTMG 3901,D502,Data Analytics Capstone,4,10
