B.S. Cloud Computing (Azure Track),,,,
ITEC 2002,D322,Introduction to IT,4,1
MATH 1101,C955,Applied Probability and Statistics,3,1
ENGL 1711,D269,Composition: Writing with a Strategy,3,1
ITEC 2023,D317,IT Applications,4,1
ITEC 2013,D316,IT Foundations,4,2
MATH 1200,C957,Applied Algebra,3,2
ITEC 2112,D315,Network and Security - Foundations,3,2
BIO 1010,C190,Introduction to Biology,3,2
ITEC 3602,D325,Networks,4,3
ITAS 2141,D334,Introduction to Cryptography,4,3
ITEC 2112,D329,Network and Security - Applications,4,3
ITSW 2113,D278,Scripting and Programming - Foundations,3,4
ITSW 2120,D276,Web Development Foundations,3,4
ITSW 3126,D335,Introduction to Programming in Python,3,4
POLS 1030,C963,American Politics and the US Constitution,3,4
ITEC 3004,D281,Linux Foundations,3,5
COMM 3015,D268,Introduction to Communication: Connecting with Others,3,5
ITCL 2100,D303,Azure Fundamentals,3,5
ITEC 3601,D318,Cloud Applications,3,5
ITEC 2109,D324,Business of IT - Project Management,4,6
ITEC 2116,D426,Data Management - Foundations,3,6
DBMG 3380,D330,Data Systems Administration,3,6
ITSW 3170,D411,Scripting and Automation,2,6
ITEC 2117,D427,Data Management - Applications,4,7
ITCL 3202,D320,Managing Cloud Security,4,7
GEOG 1312,D199,Introduction to Physical and Human Geography,3,7
ITCL 3204,D338,Cloud Platform Solutions,3,7
ITBU 2201,D370,IT Leadership Foundations,3,8
ITCL 3103,D306,Azure Developer Associate,3,8
ITEC 2113,D336,Business of IT – Applications,4,8
ITCL 3102,D305,Azure Data Engineer,3,8
ITCL 3101,D304,Azure DevOps Solutions,3,9
SCIE 1020,C165,Integrated Physical Sciences,3,9
HUMN 1101,D333,Ethics in Technology,3,9
ITEC 2114,D337,Internet of Things (IoT) and Infrastructure,3,9
COMM 1115,D339,Technical Communication,3,10
ITCL 4179,D342,Cloud Computing Capstone,4,10
