B.S. Science Education (Secondary Chemistry),,,,
ENGL 1711,D269,Composition: Writing with a Strategy,3,1
EDUC 2212,D090,The School as a Community of Care,3,1
COMM 3015,D268,Introduction to Communication: Connecting with Others,3,1
SCIE 1020,C165,Integrated Physical Sciences,3,1
BIO 1010,C190,Introduction to Biology,3,2
MATH 1101,C955,Applied Probability and Statistics,3,2
ENGL 1712,D270,Composition: Successful Self-Expression,3,2
HIST 1017,D267,US History: Stories of American Democracy,3,2
EDUC 2219,D097,Educational Foundations,2,3
SCIE 2025,C371,Concepts in Science,2,3
EDUC 2216,D094,Educational Psychology and Development of Children and Adolescents,4,3
EDUC 2218,D096,Fundamentals of Diverse Learners,4,3
MATH 1015,C278,College Algebra,4,4
SCIE 1001,C683,Natural Science Lab,2,4
CHEM 2110,C373,General Chemistry I with Lab,4,4
MATH 3321,C646,Trigonometry and Precalculus,4,4
EDUC 2217,D095,Managing Engaging Learning Environments,3,5
CHEM 2210,C374,General Chemistry II with Lab,4,5
HUMN 1020,D198,Global Arts and Humanities,3,5
EDUC 2213,D091,"Introduction to Curriculum, Instruction, and Assessment",3,5
CHEM 3310,BVT1,Physical Chemistry,3,6
EDUC 2215,D093,Assessing Impact on Student Learning,3,6
MATH 2405,C282,Calculus I,4,6
EDUC 2214,D092,Educational Technology for Teaching and Learning,3,6
CHEM 3300,BWT1,Inorganic Chemistry,3,7
CHEM 2300,UQT1,Organic Chemistry,3,7
CHEM 3501,C624,Biochemistry,3,7
EDUC 4409,C388,"Science, Technology, and Society",5,7
EDUC 3512,C264,Climate Change,4,8
EDUC 4114,C941,Science Methods—Secondary Chemistry,4,8
CHEM 4405,C915,Chemistry: Content Knowledge,2,8
EDUC 3276,C730,Secondary Reading Instruction and Interventions,3,8
EDUC 3275,C728,Secondary Disciplinary Literacy,3,9
EDUC 3412,C937,Preclinical Experiences in Science,3,9
EDUC 4773,D533,Student Teaching I in Secondary Education,6,9
EDUC 4764,D150,Teacher Performance Assessment in Science,3,10
EDUC 4765,D151,Professional Portfolio,2,10
EDUC 4990,C341,Cohort Seminar,3,10
EDUC 4774,D535,Student Teaching II in Secondary Education,6,10
