M.S. Marketing (Marketing Analytics Specialization),,,,
MGMT 5000,C200,Managing Organizations and Leading People,3,1
MGMT 5040,D263,Frameworks for Strategic Decision-Making,3,1
MKTG 5010,D373,Marketing in the Digital Era,3,1
MKTG 5020,D374,Market Research,3,2
MKTG 5030,D375,Marketing Communications and Storytelling,3,2
MKTG 5040,D376,"Product, Price, and Customer Experience",3,2
MKTG 6010,D378,Digital Marketing Science,4,3
MKTG 6040,D381,E-Commerce and Marketing Analytics,3,3
MKTG 6050,D382,Digital Marketing Analytics,3,3
MKTG 6060,D383,Search Engine Optimization,3,4
MKTG 6070,D384,Marketing Experiential Capstone,3,4
