"M.A. Teaching, Elementary Education",,,,
EDUC 5053,D166,Foundations of Education,2,1
EDUC 5055,D168,Schools as Communities of Care,2,1
EDUC 5074,D307,Educational Psychology and Human Development of Children and Adolescents,4,1
EDUC 5056,D169,Essential Practices for Supporting Diverse Learners,3,2
EDUC 5057,D170,Creating and Managing Engaging Learning Environments,2,2
EDUC 5058,D171,"Curriculum, Instruction, and Assessment",2,2
EDUC 5059,D172,Assessing Student Learning,2,2
EDUC 5060,D173,Using Educational Technology for Teaching and Learning,2,3
EDUC 6207,C910,Elementary Reading Methods and Interventions,2,3
EDUC 6380,C380,Language Arts Instruction and Intervention,2,3
MATH 5127,D128,Mathematics for Elementary Educators,2,3
EDUC 6202,C381,Elementary Mathematics Methods,2,4
EDUC 6203,C382,Elementary Science Methods,2,4
EDUC 6709,DWP2,Application of Elementary Social Studies Methods,1,4
EDUC 5319,D165,Children’s Literature,2,4
EDUC 6713,EBP2,Application of Elementary Physical Education and Health Methods,1,4
EDUC 6711,DZP2,Application of Elementary Visual and Performing Arts Methods,1,5
EDUC 5318,D164,Elementary Disciplinary Literacy,2,5
EDUC 5302,C936,Preclinical Experiences in Elementary Education,2,5
EDUC 6050,D524,Student Teaching I in Elementary Education,4,5
EDUC 6751,C873,Teacher Performance Assessment in Elementary Education,1,6
EDUC 5255,C347,Professional Portfolio,1,6
EDUC 5253,C339,Cohort Seminar,1,6
EDUC 6051,D526,Student Teaching II in Elementary Education,4,6
