"Post-Master's Certificate, Nursing - Psychiatric Mental Health Nurse Practitioner",,,,
NURS 5800,D115,Advanced Pathophysiology for the Advanced Practice Nurse,4,1
NURS 6800,D116,Advanced Pharmacology for the Advanced Practice Nurse,4,1
NURS 6810,D117,Advanced Health Assessment for the Advanced Practice Nurse,4,2
NURS 6436,D343,Foundations of Advanced Psychiatric Mental Health Practice,3,2
NURS 6437,D344,The Assessment and Diagnostic Process of Psychiatric Nurse Practitioner Practice,3,2
NURS 6348,D345,Psychopharmacology for Advanced Psychiatric Mental Health Practice,3,3
NURS 6439,D346,Advanced Psychiatric Mental Health Care of Adults and Older Adults Across Care Settings,3,3
NURS 6440,D347,Advanced Psychiatric Mental Health Care of Children and Adolescents Across Care Settings,3,3
NURS 6480,D348,Psychiatric Mental Health Nurse Practitioner Clinical Internship I,3,4
NURS 6481,D349,Psychiatric Mental Health Nurse Practitioner Clinical Internship II,3,4
NURS 6482,D350,Psychiatric Mental Health Nurse Practitioner Clinical Internship III,3,4
