B.S. Nursing Prelicensure (Pre-Nursing),,,,
PHIL 1020,D265,Critical Thinking: Reason and Evidence,3,1
ENGL 1711,D269,Composition: Writing with a Strategy,3,1
SCIE 1020,C165,Integrated Physical Sciences,3,1
COMM 3015,D268,Introduction to Communication: Connecting with Others,3,1
HUMN 1020,D198,Global Arts and Humanities,3,1
SCIE 2030,D425,Introduction to Chemistry,3,2
SCIE 1011,D312,Anatomy and Physiology I with Lab,4,2
PSYC 1010,C180,Introduction to Psychology,3,2
HIST 1016,D266,World History: Diverse Cultures and Global Connections,3,2
MATH 1100,C784,Applied Healthcare Statistics,4,2
SCIE 1012,D313,Anatomy and Physiology II with Lab,4,3
NURS 1010,D311,Microbiology with Lab: A Fundamental Approach,4,3
SOCG 1010,C273,Introduction to Sociology,3,3
NURS 2001,D440,Health and Wellness Through Nutritional Science,3,3
MATH 1200,C957,Applied Algebra,3,4
PSYC 1020,D202,Human Growth and Development,3,4
NURS 2508,D236,Pathophysiology,3,4
NURS 2002,D441,Medical Dosage Calculations and Pharmacology,3,4
NURS 1011,D439,Foundations of Nursing,3,4
