MBA Healthcare Management,,,,
MGMT 5000,C200,Managing Organizations and Leading People,3,1
MGMT 6020,C215,Operations Management,3,1
HCM 5000,AFT2,Accreditation Audit,4,1
ACCT 5000,C213,Accounting for Decision Makers,3,2
FINC 6000,C214,Financial Management,3,2
MGMT 6000,C206,Ethical Leadership,3,2
MGMT 6010,C207,Data-Driven Decision Making,3,3
MKTG 5000,C212,Marketing,3,3
HCM 6000,AMT2,Service Line Development,4,3
ECON 5000,C211,Global Economics for Managers,3,4
HCM 6900,C219,"MBA, Healthcare Management Capstone",4,4
