B.S. Business Administration - Accounting,,,,
MGMT 3000,C715,Organizational Behavior,3,1
BUS 2010,D072,Fundamentals for Success in Business,3,1
ACCT 2020,D196,Principles of Financial and Managerial Accounting,3,1
PHIL 3010,C168,Critical Thinking and Logic,3,1
BUS 2090,D082,Emotional and Cultural Intelligence,3,2
MATH 1101,C955,Applied Probability and Statistics,3,2
ENGL 1010,C455,English Composition I,3,2
BUS 3000,C717,Business Ethics,3,2
HUMN 1010,C100,Introduction to Humanities,3,3
ACCT 2313,D102,Financial Accounting,3,3
MATH 1200,C957,Applied Algebra,3,3
BUS 2301,C483,Principles of Management,4,3
BUS 2140,D100,Introduction to Spreadsheets,1,4
BUS 2030,D075,Information Technology Management Essentials,3,4
ACCT 3630,C237,Taxation I,3,4
BUS 2080,D081,Innovative and Strategic Thinking,3,4
BUS 3100,C723,Quantitative Analysis For Business,3,4
BUS 2060,D078,Business Environment Applications I: Business Structures and Legal Environment,2,5
BUS 2040,D076,Finance Skills for Managers,3,5
COMM 1011,C464,Introduction to Communication,3,5
HRM 2100,C232,Introduction to Human Resource Management,3,5
BUS 2061,D079,"Business Environment Applications II: Process, Logistics, and Operations",2,5
HIST 1010,C121,Survey of United States History,3,6
ACCT 3314,D101,Cost and Managerial Accounting,3,6
ACCT 3350,D216,Business Law for Accountants,3,6
MGMT 2700,D253,Values-Based Leadership,3,6
SOCG 1010,C273,Introduction to Sociology,3,7
ECON 2000,D089,Principles of Economics,3,7
ACCT 3611,D103,Intermediate Accounting I,3,7
HRM 3100,C233,Employment Law,3,7
BUS 2050,D077,"Concepts in Marketing, Sales, and Customer Contact",3,8
ACCT 3621,D104,Intermediate Accounting II,3,8
ACCT 3360,D217,Accounting Information Systems,3,8
SCIE 1020,C165,Integrated Physical Sciences,3,8
MGMT 4100,C720,Operations and Supply Chain Management,3,9
ACCT 3650,D105,Intermediate Accounting III,3,9
ENGL 1020,C456,English Composition II,3,9
HRM 3600,C236,Compensation and Benefits,3,9
BUS 2111,D361,Business Simulation,4,10
BUS 2070,D080,Managing in a Global Business Environment,3,10
ACCT 3340,D215,Auditing,3,10
