M.S. Nursing - Education,,,,
NURS 5201,D024,Professional Presence and Influence,2,1
NURS 5202,D025,Essentials of Advanced Nursing Roles and Interprofessional Practice,2,1
NURS 5203,D026,Quality Outcomes in a Culture of Value-Based Nursing Care,2,1
NURS 5206,D029,Informatics for Transforming Nursing Care,3,1
NURS 5207,D030,Leadership and Management in Complex Healthcare Systems,3,2
NURS 6308,D031,Advancing Evidence-Based Innovation in Nursing Practice,3,2
NURS 5204,D027,Advanced Pathopharmacological Foundations,3,2
NURS 5205,D028,Advanced Health Assessment for Patients and Populations,3,3
NURS 6101,C918,Evolving Roles of Nurse Educators in Diverse Environments,2,3
NURS 6002,C919,Facilitation of Context-Based Student-Centered Learning,2,3
NURS 6003,C920,Contemporary Curriculum Design and Development in Nursing Education,2,3
NURS 6004,C921,Assessment and Evaluation Strategies for Measuring Student Learning,3,4
NURS 6005,C922,Emerging Trends and Challenges in 21st Century Nursing Education,2,4
NURS 6201,C946,Nursing Education Field Experience,2,4
NURS 6107,C947,Nursing Education Capstone,2,4
