B.S. Business Administration - Marketing,,,,
MGMT 3000,C715,Organizational Behavior,3,1
BUS 2010,D072,Fundamentals for Success in Business,3,1
BUS 2050,D077,"Concepts in Marketing, Sales, and Customer Contact",3,1
PHIL 1020,D265,Critical Thinking: Reason and Evidence,3,1
BUSI 3731,VZT1,Marketing Applications,3,2
HLTH 1010,C458,"Health, Fitness, and Wellness",4,2
ENGL 1712,D270,Composition: Successful Self-Expression,3,2
BUS 2060,D078,Business Environment Applications I: Business Structures and Legal Environment,2,2
BUS 2090,D082,Emotional and Cultural Intelligence,3,3
BUS 2250,D388,Fundamentals of Spreadsheets and Data Presentations,3,3
MKTG 2150,D174,Marketing Management,3,3
BUS 2600,C716,Business Communication,3,3
BUS 2080,D081,Innovative and Strategic Thinking,3,4
ACCT 2020,D196,Principles of Financial and Managerial Accounting,3,4
SOCG 1010,C273,Introduction to Sociology,3,4
MKTG 3850,D175,Consumer Behavior,3,4
COMM 3015,D268,Introduction to Communication: Connecting with Others,3,5
BUS 2040,D076,Finance Skills for Managers,3,5
BUS 2301,C483,Principles of Management,4,5
BUS 4400,QHT1,Business Management Tasks,3,5
MGMT 2700,D253,Values-Based Leadership,3,6
MATH 1101,C955,Applied Probability and Statistics,3,6
ECON 2000,D089,Principles of Economics,3,6
BUS 3120,D098,Digital Marketing,3,6
MKTG 3860,D176,Content Marketing,3,7
BUS 2070,D080,Managing in a Global Business Environment,3,7
MATH 1200,C957,Applied Algebra,3,7
MKTG 3870,D177,Brand Management,3,7
SCIE 1020,C165,Integrated Physical Sciences,3,8
HIST 1016,D266,World History: Diverse Cultures and Global Connections,3,8
HRM 2110,D351,Functions of Human Resource Management,3,8
MGMT 4400,C721,Change Management,3,8
BUS 2061,D079,"Business Environment Applications II: Process, Logistics, and Operations",2,9
BUS 3130,D099,Sales Management,3,9
HUMN 1020,D198,Global Arts and Humanities,3,9
BUS 3100,C723,Quantitative Analysis For Business,3,9
MGMT 3400,C722,Project Management,3,9
BUS 2111,D361,Business Simulation,4,10
BUS 3880,D178,Marketing Strategy and Analytics,3,10
