M.S. Nursing - Nursing Informatics (RN to MSN),,,,
NURS 2000,C494,Advanced Standing for RN License,50,1
NURS 3114,D235,Interprofessional Communication and Leadership in Healthcare,2,2
MATH 1100,C784,Applied Healthcare Statistics,4,2
ENGL 1711,D269,Composition: Writing with a Strategy,3,2
SCIE 1011,D312,Anatomy and Physiology I with Lab,4,3
COMM 3015,D268,Introduction to Communication: Connecting with Others,3,3
SCIE 1012,D313,Anatomy and Physiology II with Lab,4,3
PSYC 1010,C180,Introduction to Psychology,3,4
HUMN 1020,D198,Global Arts and Humanities,3,4
SOCG 1010,C273,Introduction to Sociology,3,4
NURS 1010,D311,Microbiology with Lab: A Fundamental Approach,4,5
HIST 1016,D266,World History: Diverse Cultures and Global Connections,3,5
PSYC 1020,D202,Human Growth and Development,3,5
NURS 2508,D236,Pathophysiology,3,6
NURS 3640,D222,Comprehensive Health Assessment,3,6
NURS 2650,D223,Healthcare Policy and Economics,3,6
NURS 3660,D224,Global and Population Health,4,7
NURS 3670,D225,Emerging Professional Practice,3,7
NURS 5201,D024,Professional Presence and Influence,2,7
NURS 5202,D025,Essentials of Advanced Nursing Roles and Interprofessional Practice,2,8
NURS 5206,D029,Informatics for Transforming Nursing Care,3,8
NURS 5207,D030,Leadership and Management in Complex Healthcare Systems,3,8
NURS 6308,D031,Advancing Evidence-Based Innovation in Nursing Practice,3,9
NURS 5203,D026,Quality Outcomes in a Culture of Value-Based Nursing Care,2,9
NURS 5204,D027,Advanced Pathopharmacological Foundations,3,9
NURS 5205,D028,Advanced Health Assessment for Patients and Populations,3,10
NURS 5745,C790,Foundations in Nursing Informatics,2,10
NURS 6701,C797,Data Science and Analytics,2,10
NURS 6010,C792,Data Modeling and Database Management Systems,2,10
NURS 6702,C798,Informatics System Analysis and Design,3,11
NURS 6020,C854,Nursing Informatics Field Experience,4,11
NURS 6030,C855,Nursing Informatics Capstone,2,11
