M.A. Mathematics Education (Secondary),,,,
MATH 6321,C647,Trigonometry and Precalculus,2,1
MATH 5030,C992,College Geometry,2,1
MATH 5406,C363,Calculus I,2,1
EDUC 6320,OPT2,Mathematics Learning and Teaching,2,1
MATH 5420,CQC2,Calculus II,2,2
MATH 5510,TOC2,Probability and Statistics I,2,2
MATH 5520,TQC2,Probability and Statistics II,2,2
EDUC 5101,C880,Algebra for Secondary Mathematics Teaching,2,2
EDUC 5102,C882,Geometry for Secondary Mathematics Teaching,2,3
EDUC 5103,C884,Statistics and Probability for Secondary Mathematics Teaching,2,3
EDUC 6310,OOT2,Mathematics History and Technology,2,3
MATH 6331,C612,Mathematics: Content Knowledge,1,3
MATH 5100,C878,Mathematical Modeling and Applications,2,3
MATH 6311,C657,Calculus III,2,4
MATH 6310,RKT2,Linear Algebra,2,4
MATH 6320,QDT2,Abstract Algebra,2,4
MATH 5104,C886,Advanced Calculus,2,4
EDUC 6752,C874,"MA, Mathematics Education (5-12) Teacher Performance Assessment",6,5
