B.S. Business Administration - Human Resource Management,,,,
MGMT 3000,C715,Organizational Behavior,3,1
BUS 2010,D072,Fundamentals for Success in Business,3,1
HRM 2110,D351,Functions of Human Resource Management,3,1
PHIL 3010,C168,Critical Thinking and Logic,3,1
HRM 3110,D352,Employment and Labor Law,3,2
BUS 2301,C483,Principles of Management,4,2
ENGL 1711,D269,Composition: Writing with a Strategy,3,2
BUS 2060,D078,Business Environment Applications I: Business Structures and Legal Environment,2,2
BUS 2090,D082,Emotional and Cultural Intelligence,3,3
MGMT 4100,C720,Operations and Supply Chain Management,3,3
ACCT 2020,D196,Principles of Financial and Managerial Accounting,3,3
COMM 3015,D268,Introduction to Communication: Connecting with Others,3,3
BUS 2080,D081,Innovative and Strategic Thinking,3,4
BUS 2040,D076,Finance Skills for Managers,3,4
SOCG 1010,C273,Introduction to Sociology,3,4
HRM 3520,D354,Talent Acquisition,3,4
ENGL 1712,D270,Composition: Successful Self-Expression,3,5
ECON 2000,D089,Principles of Economics,3,5
HRM 3530,D355,Total Rewards,3,5
MGMT 2700,D253,Values-Based Leadership,3,5
BUS 2600,C716,Business Communication,3,6
MATH 1101,C955,Applied Probability and Statistics,3,6
BUS 2070,D080,Managing in a Global Business Environment,3,6
HRM 3510,D353,Strategic Training and Development,3,6
HRM 3540,D356,HR Technology,3,7
HLTH 1010,C458,"Health, Fitness, and Wellness",4,7
MATH 1200,C957,Applied Algebra,3,7
BUS 2050,D077,"Concepts in Marketing, Sales, and Customer Contact",3,7
BUS 3000,C717,Business Ethics,3,8
SCIE 1020,C165,Integrated Physical Sciences,3,8
BUS 2140,D100,Introduction to Spreadsheets,1,8
HIST 1016,D266,World History: Diverse Cultures and Global Connections,3,8
BUS 2061,D079,"Business Environment Applications II: Process, Logistics, and Operations",2,8
HRM 3550,D357,"Diversity, Equity, and Inclusion",3,9
BUS 3100,C723,Quantitative Analysis For Business,3,9
MGMT 3400,C722,Project Management,3,9
BUS 2111,D361,Business Simulation,4,9
MGMT 4400,C721,Change Management,3,10
HRM 3560,D358,Global Human Resource Management,3,10
HRM 3570,D359,Agile HR,3,10
HRM 3100,D360,HRM Capstone,3,10
