Master of Healthcare Administration,,,,
MHA 5110,D509,Innovative Solutions in Healthcare Leadership,3,1
MHA 5220,D510,Collaborative Leadership,3,1
MHA 5310,D511,Healthcare Models and Systems,2,1
MHA 5410,D512,Quality Improvement in Healthcare,3,2
MHA 5510,D513,Healthcare Financial Management,3,2
MHA 5600,D514,Analytical Methods of Healthcare Leaders,2,2
MHA 6210,D515,Enterprise Risk Management,3,3
MHA 6310,D516,Healthcare Information Technology,2,3
MHA 6410,D517,Population Healthcare Coordination,3,3
MHA 6510,D518,Challenges in Community Healthcare,3,4
MHA 6610,D519,Integrated Healthcare Leadership and Administration,3,4
MHA 6910,D520,Healthcare Leadership and Administration Capstone,4,4
