Master of Business Administration,,,,
MGMT 5000,C200,Managing Organizations and Leading People,3,1
HRM 5010,C202,Managing Human Capital,3,1
MGMT 5010,C204,Management Communication,3,1
MKTG 5000,C212,Marketing,3,2
ACCT 5000,C213,Accounting for Decision Makers,3,2
MGMT 6000,C206,Ethical Leadership,3,2
FINC 6000,C214,Financial Management,3,3
MGMT 6010,C207,Data-Driven Decision Making,3,3
MGMT 6020,C215,Operations Management,3,3
ECON 5000,C211,Global Economics for Managers,3,4
MGMT 6900,C216,MBA Capstone,4,4
