M.S. Nursing - Nursing Informatics,,,,
NURS 5201,D024,Professional Presence and Influence,2,1
NURS 5206,D029,Informatics for Transforming Nursing Care,3,1
NURS 5202,D025,Essentials of Advanced Nursing Roles and Interprofessional Practice,2,1
NURS 5203,D026,Quality Outcomes in a Culture of Value-Based Nursing Care,2,1
NURS 5207,D030,Leadership and Management in Complex Healthcare Systems,3,2
NURS 6308,D031,Advancing Evidence-Based Innovation in Nursing Practice,3,2
NURS 5204,D027,Advanced Pathopharmacological Foundations,3,2
NURS 5205,D028,Advanced Health Assessment for Patients and Populations,3,3
NURS 5745,C790,Foundations in Nursing Informatics,2,3
NURS 6701,C797,Data Science and Analytics,2,3
NURS 6010,C792,Data Modeling and Database Management Systems,2,3
NURS 6702,C798,Informatics System Analysis and Design,3,4
NURS 6020,C854,Nursing Informatics Field Experience,4,4
NURS 6030,C855,Nursing Informatics Capstone,2,4
