B.S. Supply Chain and Operations Management,,,,
MGMT 3000,C715,Organizational Behavior,3,1
BUS 2010,D072,Fundamentals for Success in Business,3,1
BUS 2250,D388,Fundamentals of Spreadsheets and Data Presentations,3,1
BUS 2780,D468,Discovering Data,3,1
MGMT 3400,C722,Project Management,3,2
ENGL 1711,D269,Composition: Writing with a Strategy,3,2
BUS 2301,C483,Principles of Management,4,2
HUMN 1020,D198,Global Arts and Humanities,3,2
BUS 2060,D078,Business Environment Applications I: Business Structures and Legal Environment,2,3
MATH 1101,C955,Applied Probability and Statistics,3,3
BUS 2770,D467,Exploring Data,3,3
HLTH 1010,C458,"Health, Fitness, and Wellness",4,3
BUS 2090,D082,Emotional and Cultural Intelligence,3,4
BUS 2760,D466,Analyzing and Visualizing Data,3,4
SOCG 1010,C273,Introduction to Sociology,3,4
ACCT 2020,D196,Principles of Financial and Managerial Accounting,3,4
COMM 3015,D268,Introduction to Communication: Connecting with Others,3,5
BUS 2750,D465,Data Applications,3,5
ECON 2000,D089,Principles of Economics,3,5
BUS 3000,C717,Business Ethics,3,5
SCIE 1020,C165,Integrated Physical Sciences,3,6
BUS 2740,D464,Managing Operations,3,6
BUS 2040,D076,Finance Skills for Managers,3,6
MGMT 2700,D253,Values-Based Leadership,3,6
MGMT 4400,C721,Change Management,3,7
BUS 2070,D080,Managing in a Global Business Environment,3,7
BUS 3900,D470,"Transportation, Logistics, and Distribution",3,7
MATH 1200,C957,Applied Algebra,3,7
HIST 1017,D267,US History: Stories of American Democracy,3,8
BUS 2111,D361,Business Simulation,4,8
BUS 3910,D471,Global Supply Chain Management,3,8
BUS 3890,D469,"Quality, Continuous Improvement, and Lean Six Sigma",3,8
PHIL 1020,D265,Critical Thinking: Reason and Evidence,3,9
BUS 4900,D472,21st Century Operations and Supply Chain,3,9
PHIL 1110,D428,Design Thinking for Business,3,9
BUS 4910,D473,Solutions Design and Visualization Capstone,3,9
